,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
27048,45,Private,97842,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,<=50K
26183,53,Private,139671,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
4846,24,Private,153078,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
5131,39,Self-emp-not-inc,185366,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
38230,25,Private,258379,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,<=50K
23148,50,Local-gov,183390,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
40985,37,Self-emp-not-inc,183735,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3137,0,30,United-States,<=50K
6565,30,Private,205152,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
37497,19,Private,194905,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
42773,20,Private,391679,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,60,United-States,<=50K
21818,35,Private,114605,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,25,United-States,<=50K
16077,34,Self-emp-not-inc,196791,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,25,United-States,>50K
9950,29,Private,276418,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,2051,32,United-States,<=50K
31668,48,Private,224870,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Other,Female,0,0,38,Ecuador,<=50K
25895,40,Private,94080,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
44243,39,Private,139012,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
28585,24,Private,295763,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,<=50K
35791,31,Private,416415,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
35429,30,Private,161815,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
7547,47,Private,275163,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
44709,42,Private,386175,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
39465,45,Local-gov,334039,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
20818,41,Private,187336,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
8437,49,Private,403061,1st-4th,2,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K
20345,37,Private,170718,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
21230,57,Private,375868,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
11952,45,Private,92374,Some-college,10,Never-married,Exec-managerial,Not-in-family,Other,Male,13550,0,60,India,>50K
15847,34,Local-gov,166545,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
7571,32,Private,96016,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
40789,24,Private,155066,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
37141,35,Self-emp-not-inc,115618,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
23421,18,Private,395567,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
43476,72,Private,165622,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
13205,65,Private,95644,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
44847,23,Private,142766,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,1055,0,20,United-States,<=50K
4402,31,Self-emp-not-inc,206609,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,2205,60,United-States,<=50K
35972,35,Private,99357,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,30,United-States,>50K
2532,51,Private,166461,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,5455,0,40,United-States,<=50K
12451,58,Self-emp-not-inc,290670,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
36146,40,Private,34987,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,53,United-States,<=50K
891,24,Private,153133,12th,8,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
41361,28,Private,198197,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K
18669,32,Local-gov,127651,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
1989,19,Private,37085,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
23026,70,Private,145419,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States,<=50K
25585,38,Self-emp-inc,206951,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K
711,30,Private,127875,11th,7,Never-married,Sales,Unmarried,White,Female,0,0,8,United-States,<=50K
38609,47,Private,175990,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,>50K
36888,26,Private,208326,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3942,0,45,United-States,<=50K
8346,18,Self-emp-inc,357223,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
8547,48,Private,186299,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
12276,41,Self-emp-not-inc,390369,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,>50K
9852,20,Private,190290,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,1602,40,United-States,<=50K
38672,68,Self-emp-inc,182131,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,10605,0,20,United-States,>50K
7990,20,Private,163333,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States,<=50K
16041,35,Private,199352,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,80,United-States,>50K
36853,41,Private,306405,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
32488,34,Private,24529,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Male,0,0,15,United-States,<=50K
27703,42,Local-gov,143046,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
18898,25,Private,259688,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
22302,45,Local-gov,167159,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,>50K
25945,48,Local-gov,328610,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
44772,19,Private,167087,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13182,38,Private,27016,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,43,United-States,<=50K
40260,54,Private,292673,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico,<=50K
36985,38,Private,229009,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
44163,27,Private,184078,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
37896,48,State-gov,106377,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K
36223,24,Private,67804,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
1577,44,State-gov,307468,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,>50K
43219,34,Private,152246,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,52,United-States,<=50K
8872,21,Local-gov,256356,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,25,United-States,<=50K
7907,29,Private,190303,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,2463,0,15,United-States,<=50K
4775,38,Local-gov,289653,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1628,48,United-States,<=50K
26147,61,Private,198078,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
36048,40,Private,145160,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,<=50K
44361,42,Private,24982,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
4689,39,Private,197150,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,El-Salvador,<=50K
31412,20,State-gov,126822,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
17534,40,State-gov,229364,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
12095,51,Private,299831,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
26406,53,Private,224894,5th-6th,3,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,10,Haiti,<=50K
37617,55,Private,148773,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
14563,41,Private,76625,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16858,21,Private,165475,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35908,40,Self-emp-inc,301007,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
44121,19,Private,160811,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,38,United-States,<=50K
43409,52,Private,167651,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
18970,32,Private,34104,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,United-States,>50K
6495,46,Self-emp-inc,168211,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,>50K
19028,51,Local-gov,240358,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
18867,21,Private,237651,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
31787,31,Self-emp-not-inc,119411,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
5552,20,Private,221480,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,8,United-States,<=50K
44313,52,Private,256861,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
44780,48,Private,105808,9th,5,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,>50K
10308,40,Private,235743,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,<=50K
14734,44,Private,231853,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,1902,40,United-States,>50K
1683,32,Private,80145,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
14404,36,Self-emp-inc,185366,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
34760,45,Private,148171,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K
24008,20,Private,32426,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
18889,41,Private,84610,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K
26674,29,Private,420054,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
3130,24,Private,93977,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
17006,37,Private,35330,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,55,United-States,<=50K
44596,41,Self-emp-inc,145441,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
30609,26,State-gov,152457,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
10168,32,Private,265368,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,44,United-States,>50K
30840,24,Local-gov,161092,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
13107,40,Private,213849,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
38461,24,Private,111450,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
121,57,Private,244478,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,48,United-States,<=50K
36318,25,Private,266820,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,Mexico,<=50K
9645,35,Private,210945,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,38,United-States,>50K
36008,42,State-gov,136996,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,48,United-States,<=50K
10737,66,Self-emp-not-inc,257562,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
36465,21,Private,109667,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
43296,34,Private,112139,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32067,34,Private,169605,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
30604,22,Private,204935,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
35301,53,Private,48413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23971,29,Private,161155,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
30143,34,Local-gov,105540,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,40,United-States,<=50K
35825,51,Private,82566,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
10696,37,Private,376455,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27363,47,Private,155509,HS-grad,9,Separated,Other-service,Other-relative,Black,Female,0,0,35,United-States,<=50K
513,39,Self-emp-not-inc,199753,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
32136,65,Private,264188,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K
28,23,Local-gov,258120,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
36746,47,Self-emp-inc,350759,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
16873,55,Private,189933,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
7817,29,Private,55390,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20152,58,Private,127264,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
32897,56,Private,134756,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25306,49,Local-gov,193249,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
29028,20,Private,374116,HS-grad,9,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
14657,41,Private,462964,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,2174,0,50,United-States,<=50K
8910,39,Self-emp-not-inc,200863,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
25355,48,Local-gov,187969,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,80,United-States,<=50K
24134,34,Private,347166,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
22119,40,Federal-gov,177595,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,40,United-States,<=50K
12598,75,Local-gov,73433,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2467,40,Canada,<=50K
3591,24,Private,196943,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
15608,25,Private,200408,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,2174,0,40,United-States,<=50K
25152,20,Private,236592,12th,8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,Italy,<=50K
31213,51,Private,313146,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21436,27,Private,47907,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
33452,26,Private,109570,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
42080,37,Federal-gov,141029,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
37887,17,Private,202521,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
8051,47,Federal-gov,746660,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,40,United-States,>50K
41424,61,Federal-gov,221943,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,9386,0,40,United-States,>50K
36486,18,Private,265099,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K
35772,52,Private,152373,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2105,0,40,United-States,<=50K
32351,25,Private,378322,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States,<=50K
40538,62,Private,176839,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,<=50K
39990,47,Self-emp-inc,205100,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,Germany,<=50K
7596,59,Private,172667,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
15715,36,Private,70282,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
11156,46,Private,216292,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
11541,28,Private,203171,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,55,United-States,<=50K
21891,48,Private,141483,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
25947,38,State-gov,134069,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K
8509,29,Private,30070,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
21717,32,Private,210562,Assoc-voc,11,Divorced,Craft-repair,Own-child,White,Male,0,0,46,United-States,<=50K
32653,44,Private,86298,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24034,30,Private,155659,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
38015,54,Private,231482,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
26222,27,Federal-gov,148153,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
35431,48,Private,395368,Some-college,10,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
31385,27,Local-gov,206125,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
33137,23,Private,119665,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,<=50K
9618,35,Private,77792,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
18603,48,Private,316101,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
44425,40,Local-gov,141649,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
12672,23,Private,60409,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
3262,19,Private,163015,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,20,United-States,<=50K
42529,35,Self-emp-not-inc,188540,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
38324,39,Local-gov,357962,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,<=50K
19408,51,Private,183611,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,Germany,<=50K
39762,35,Private,407913,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
20447,41,Local-gov,111891,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
25218,33,Private,99309,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
1309,21,Local-gov,300812,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
10464,36,Private,220237,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,Greece,>50K
30460,46,Private,44671,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
30783,54,Private,57758,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,>50K
43901,46,Private,109209,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
32631,21,Private,399022,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,United-States,<=50K
10836,36,Private,355468,10th,6,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
669,24,Private,236696,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,Taiwan,<=50K
9002,20,Private,434710,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
42447,42,Private,79586,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
40071,38,Private,103323,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
42175,50,Self-emp-not-inc,213654,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
44306,36,Private,194905,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,<=50K
20117,21,State-gov,140764,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K
791,47,Private,369438,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,>50K
28704,51,Local-gov,26832,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24319,35,Private,171968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
6609,40,Private,223730,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K
16114,56,Self-emp-not-inc,200235,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
9102,51,State-gov,71691,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,>50K
18822,51,Local-gov,146181,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
43586,67,Self-emp-not-inc,191380,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,25,United-States,>50K
31103,19,Private,451951,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
37934,28,Private,293926,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,30,United-States,<=50K
31835,72,Self-emp-not-inc,473748,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
13592,24,Private,196280,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,0,0,38,United-States,<=50K
1292,34,Private,24361,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,10520,0,40,United-States,>50K
8717,21,Private,253190,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,<=50K
12769,51,Private,114758,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K
32066,29,State-gov,183285,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,36,United-States,<=50K
5680,33,Self-emp-inc,287372,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
627,40,Private,231348,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
9937,56,Private,243076,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
16192,43,Private,413297,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
44984,65,Local-gov,103153,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1411,40,United-States,<=50K
10930,52,Self-emp-not-inc,123727,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
4837,77,Self-emp-not-inc,101575,12th,8,Divorced,Transport-moving,Not-in-family,White,Male,0,0,12,United-States,<=50K
17661,58,Self-emp-inc,349910,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
16069,21,Private,163870,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
20331,20,Private,203240,9th,5,Never-married,Sales,Own-child,White,Female,0,0,32,United-States,<=50K
5614,28,Private,120645,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
26829,29,Private,58522,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8842,18,Private,238281,11th,7,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
40941,17,Private,143331,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
9968,34,Private,93699,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K
12006,24,Private,354691,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39363,21,Local-gov,218445,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,<=50K
20378,47,Federal-gov,34845,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Germany,>50K
